120  
 -3.500000000000000e+00 	 -3.000000000000000e+00
 -3.441666666666667e+00 	 -2.950000000000000e+00
 -3.383333333333333e+00 	 -2.900000000000000e+00
 -3.325000000000000e+00 	 -2.850000000000000e+00
 -3.266666666666667e+00 	 -2.800000000000000e+00
 -3.208333333333333e+00 	 -2.750000000000000e+00
 -3.150000000000000e+00 	 -2.700000000000000e+00
 -3.091666666666667e+00 	 -2.650000000000000e+00
 -3.033333333333333e+00 	 -2.600000000000000e+00
 -2.975000000000000e+00 	 -2.550000000000000e+00
 -2.916666666666667e+00 	 -2.500000000000000e+00
 -2.858333333333333e+00 	 -2.450000000000000e+00
 -2.800000000000000e+00 	 -2.400000000000000e+00
 -2.741666666666667e+00 	 -2.350000000000000e+00
 -2.683333333333334e+00 	 -2.300000000000000e+00
 -2.625000000000000e+00 	 -2.250000000000000e+00
 -2.566666666666666e+00 	 -2.200000000000000e+00
 -2.508333333333333e+00 	 -2.150000000000000e+00
 -2.450000000000000e+00 	 -2.100000000000000e+00
 -2.391666666666667e+00 	 -2.050000000000000e+00
 -2.333333333333333e+00 	 -2.000000000000000e+00
 -2.275000000000000e+00 	 -1.950000000000000e+00
 -2.216666666666667e+00 	 -1.900000000000000e+00
 -2.158333333333333e+00 	 -1.850000000000000e+00
 -2.100000000000000e+00 	 -1.800000000000000e+00
 -2.041666666666667e+00 	 -1.750000000000000e+00
 -1.983333333333333e+00 	 -1.700000000000000e+00
 -1.925000000000000e+00 	 -1.650000000000000e+00
 -1.866666666666667e+00 	 -1.600000000000000e+00
 -1.808333333333333e+00 	 -1.550000000000000e+00
 -1.750000000000000e+00 	 -1.500000000000000e+00
 -1.691666666666667e+00 	 -1.450000000000000e+00
 -1.633333333333333e+00 	 -1.400000000000000e+00
 -1.575000000000000e+00 	 -1.350000000000000e+00
 -1.516666666666667e+00 	 -1.300000000000000e+00
 -1.458333333333333e+00 	 -1.250000000000000e+00
 -1.400000000000000e+00 	 -1.200000000000000e+00
 -1.341666666666667e+00 	 -1.150000000000000e+00
 -1.283333333333333e+00 	 -1.100000000000000e+00
 -1.225000000000000e+00 	 -1.050000000000000e+00
 -1.166666666666667e+00 	 -1.000000000000000e+00
 -1.108333333333333e+00 	 -9.499999999999997e-01
 -1.050000000000000e+00 	 -8.999999999999999e-01
 -9.916666666666667e-01 	 -8.500000000000001e-01
 -9.333333333333331e-01 	 -7.999999999999998e-01
 -8.750000000000000e-01 	 -7.500000000000000e-01
 -8.166666666666664e-01 	 -6.999999999999997e-01
 -7.583333333333333e-01 	 -6.499999999999999e-01
 -7.000000000000002e-01 	 -5.999999999999996e-01
 -6.416666666666666e-01 	 -5.499999999999998e-01
 -5.833333333333335e-01 	 -5.000000000000000e-01
 -5.249999999999999e-01 	 -4.499999999999997e-01
 -4.666666666666668e-01 	 -3.999999999999999e-01
 -4.083333333333332e-01 	 -3.499999999999996e-01
 -3.500000000000001e-01 	 -2.999999999999998e-01
 -2.916666666666665e-01 	 -2.500000000000000e-01
 -2.333333333333334e-01 	 -1.999999999999997e-01
 -1.749999999999998e-01 	 -1.499999999999999e-01
 -1.166666666666667e-01 	 -9.999999999999964e-02
 -5.833333333333313e-02 	 -4.999999999999982e-02
 0.000000000000000e+00 	 0.000000000000000e+00
 5.833333333333357e-02 	 5.000000000000027e-02
 1.166666666666667e-01 	 1.000000000000001e-01
 1.750000000000003e-01 	 1.500000000000004e-01
 2.333333333333334e-01 	 2.000000000000002e-01
 2.916666666666665e-01 	 2.500000000000000e-01
 3.500000000000001e-01 	 3.000000000000003e-01
 4.083333333333332e-01 	 3.500000000000001e-01
 4.666666666666668e-01 	 4.000000000000004e-01
 5.250000000000004e-01 	 4.500000000000002e-01
 5.833333333333330e-01 	 5.000000000000000e-01
 6.416666666666666e-01 	 5.500000000000003e-01
 7.000000000000002e-01 	 6.000000000000001e-01
 7.583333333333337e-01 	 6.500000000000004e-01
 8.166666666666664e-01 	 7.000000000000002e-01
 8.750000000000000e-01 	 7.500000000000000e-01
 9.333333333333336e-01 	 8.000000000000003e-01
 9.916666666666671e-01 	 8.500000000000001e-01
 1.050000000000000e+00 	 9.000000000000004e-01
 1.108333333333333e+00 	 9.500000000000002e-01
 1.166666666666667e+00 	 1.000000000000000e+00
 1.225000000000000e+00 	 1.050000000000000e+00
 1.283333333333333e+00 	 1.100000000000001e+00
 1.341666666666667e+00 	 1.150000000000000e+00
 1.400000000000000e+00 	 1.200000000000000e+00
 1.458333333333333e+00 	 1.250000000000000e+00
 1.516666666666667e+00 	 1.300000000000000e+00
 1.575000000000000e+00 	 1.350000000000001e+00
 1.633333333333334e+00 	 1.400000000000000e+00
 1.691666666666666e+00 	 1.450000000000000e+00
 1.750000000000000e+00 	 1.500000000000000e+00
 1.808333333333334e+00 	 1.550000000000000e+00
 1.866666666666667e+00 	 1.600000000000001e+00
 1.925000000000000e+00 	 1.650000000000000e+00
 1.983333333333333e+00 	 1.700000000000000e+00
 2.041666666666667e+00 	 1.750000000000000e+00
 2.100000000000000e+00 	 1.800000000000001e+00
 2.158333333333333e+00 	 1.850000000000001e+00
 2.216666666666667e+00 	 1.900000000000000e+00
 2.275000000000000e+00 	 1.950000000000000e+00
 2.333333333333333e+00 	 2.000000000000000e+00
 2.391666666666667e+00 	 2.050000000000001e+00
 2.450000000000000e+00 	 2.100000000000001e+00
 2.508333333333334e+00 	 2.150000000000000e+00
 2.566666666666666e+00 	 2.200000000000000e+00
 2.625000000000000e+00 	 2.250000000000000e+00
 2.683333333333334e+00 	 2.300000000000001e+00
 2.741666666666667e+00 	 2.350000000000001e+00
 2.800000000000000e+00 	 2.400000000000000e+00
 2.858333333333333e+00 	 2.450000000000000e+00
 2.916666666666667e+00 	 2.500000000000000e+00
 2.975000000000001e+00 	 2.550000000000001e+00
 3.033333333333333e+00 	 2.600000000000001e+00
 3.091666666666667e+00 	 2.650000000000000e+00
 3.150000000000000e+00 	 2.700000000000000e+00
 3.208333333333333e+00 	 2.750000000000000e+00
 3.266666666666667e+00 	 2.800000000000001e+00
 3.325000000000000e+00 	 2.850000000000001e+00
 3.383333333333334e+00 	 2.900000000000000e+00
 3.441666666666666e+00 	 2.950000000000000e+00
